"Shavano Air",\N,"","SHV","SHAVANO","United States"
"Shawbury Flying Training Unit",\N,"","SYS","SHAWBURY","United Kingdom"
"Shawnee Airline",\N,"","SHW","SHAWNEE","United States"
"Sheba Aviation",\N,"","SYE","","Yemen"
"Shell Aircraft",\N,"","SHE","SHELL","United Kingdom"
"Sheltam Aviation",\N,"","SHM","SHELTAM","South Africa"
"Shenzhen Airlines",\N,"ZH","CSZ","SHENZHEN AIR","China"
"Shenzhen Donghai Airlines",\N,"","EPA","DONGHAI AIR","China"
"Sheremetyevo-Cargo",\N,"","SHO","","Russia"
"Shooter Air Courier",\N,"","SHR","SHOOTER","Canada"
"Shoprite Group",\N,"","SHG","SHOP AIR","United Kingdom"
"Shorouk Air",\N,"","SHK","","Egypt"
"Shovkoviy Shlyah",\N,"S8","SWW","WAY AERO","Ukraine"
"Shuangyang General Aviation",\N,"","CSY","SHUANGYANG","China"
"Shura Air Transport Services",\N,"","SHS","SHURA AIR","Ethiopia"
"Shuswap Flight Centre",\N,"","SFC","SHUSWAP","Canada"
"Shuttle America",\N,"S5","TCF","MERCURY","United States"
"Siam GA",\N,"","SGN","SIAM","Thailand"
"Sibaviatrans",\N,"5M","SIB","SIBAVIA","Russia"
"Sibir Airlines",\N,\N,\N,\N,\N
"Si-Chang Flying Service",\N,"","SCR","SICHART","Thailand"
"Sichuan Airlines",\N,"3U","CSC","SI CHUAN","China"
"Siem Reap Airways",\N,"FT","SRH","SIEMREAP AIR","Cambodia"
"Sierra Express",\N,"","SIE","SEREX","United States"
"Sierra Expressway Airlines",\N,"","SRX","SIERRA EX","United States"
"Sierra National Airlines",\N,"LJ","SLA","SELAIR","Sierra Leone"
"Sierra Nevada Airlines",\N,"1I","","","United States"
"Sierra Pacific Airlines",\N,"","SPA","SIERRA PACIFIC","United States"
"Silesia Air",\N,"","SUA","AIR SILESIA","Czech Republic"
"SilkAir",\N,"MI","SLK","SILKAIR","Singapore"
"Silk Way Airlines",\N,"ZP","AZQ","SILK LINE","Azerbaijan"
"Silvair",\N,"","IJS","","United States"
"Silver Air",\N,"","SLD","SILVERLINE","Czech Republic"
"Silver Air",\N,"","SVJ","","Djibouti"
"Silverback Cargo Freighters",\N,"","VRB","SILVERBACK","Rwanda"
"Silverhawk Aviation",\N,"","SLH","SILVERHAWK","United States"
"Silverjet",\N,"","FJE","ENVOY","United Kingdom"
"Simpson Air Ltd",\N,"","NCS","COMMUTER-CANADA","Canada"
"Sincom-Avia",\N,"","INK","SINCOM AVIA","Ukraine"
"Singapore Airlines Cargo",\N,"SQ","SQC","SINGCARGO","Singapore"
"Singapore Airlines",\N,"SQ","SIA","SINGAPORE","Singapore"
"Sioux Falls Aviation",\N,"","DKT","DAKOTA","United States"
"Sirair",\N,"","SRN","SIRAIR","Russia"
"Sirena",\N,"1Q","","","Russia"
"Siren-Travel",\N,"1H","","","Russia"
"Sirin",\N,"R1","","",""
"Sirio Executive",\N,"","SIW","SIRIO EXECUTIVE","Italy"
"Sirio",\N,"","SIO","SIRIO","Italy"
"Sirius-Aero",\N,"","CIG","SIRIUS AERO","Russia"
"Sirvair",\N,"","VRS","VAIRSA","Mexico"
"Sistemas Aeronauuticos 2000",\N,"","SUT","SISTEMAS AERONAUTICOS","Mexico"
"SITA",\N,"XS","SIT","","Belgium"
"Skagway Air Service",\N,"N5","SGY","SKAGWAY AIR","United States"
"Skif-Air",\N,"","USK","SKIF-AIR","Ukraine"
"S.K. Logistics",\N,"","SFX","SWAMP FOX","United States"
"Skorpion Air",\N,"","SPN","AIR SKORPIO","Bulgaria"
"Sky Aeronautical Services",\N,"","KYR","SKY AERONAUTICAL","Mexico"
"Sky Aircraft Service",\N,"","SGM","SIGMA","Netherlands"
"Sky Airline",\N,"H2","SKU","AEROSKY","Chile"
"Sky Airlines",\N,"","SHY","ANTALYA BIRD","Turkey"
"Sky Aviation",\N,"","SSY","SIERRA SKY","Sierra Leone"
"Sky Bahamas",\N,"","SBM","SKY BAHAMAS","Bahamas"
"Skybridge Airops",\N,"","KYB","SKY AIROPS","Italy"
"Skybus Airlines",\N,"SX","SKB","SKYBUS","United States"
"Sky Bus",\N,"","FLH","MILE HIGH","United States"
"Sky Cam",\N,"","SCK","SKYCAM","France"
"Skycharter (Malton)",\N,"","SKL","SKYCHARTER","Canada"
"Skycraft Air Transport",\N,"","SKG","SKYCRAFT-CANADA","Canada"
"Skycraft",\N,"","SKF","SKYCRAFT","United States"
"Skydrift",\N,"","SDL","SKYDRIFT","United Kingdom"
"Sky Europe Airlines",\N,"","HSK","MATRA","Slovakia"
"Skyeurope Airlines",\N,\N,\N,\N,\N
"SkyEurope Airlines",\N,\N,\N,\N,\N
"SkyEurope",\N,"NE","ESK","RELAX","Slovakia"
"Sky Exec Aviation Services",\N,"","SXC","SKY EXEC","Nigeria"
"Sky Express",\N,"G3","SEH","AIR CRETE","Greece"
"Sky Express",\N,"","SXP","EXPRESS SKY","Poland"
"Sky Express","SkyExpress","XW","SXR","SKYSTORM","Russia"
"Sky Eyes",\N,"I6","SEQ","SKY EYES","Thailand"
"Skyfreight",\N,"","SFT","SKYFREIGHT","United States"
"Sky Gate International Aviation",\N,"","SGD","AIR BISHKEK","Kyrgyzstan"
"Skygate",\N,"","SGT","SKYGATE","Netherlands"
"Sky Harbor Air Service",\N,"","SHC","SKY HARBOR CHEYENNE","United States"
"Sky Harbor Air Service",\N,"","SKD","SKY DAWG","United States"
"Skyhaul",\N,"","HAU","SKYHAUL","Japan"
"Sky Helicopteros",\N,"","HSY","HELISKY","Spain"
"Skyjet",\N,"","SEK","SKALA","Kazakhstan"
"Sky Jet",\N,"","SWY","SWISSLINK","Switzerland"
"Sky King",\N,"","SGB","SONGBIRD","United States"
"Skyking",\N,"","SKI","SKYKING","United Kingdom"
"SkyKing Turks and Caicos Airways",\N,"RU","SKI","SKYKING","Turks and Caicos Islands"
"Sky Limo Corporation",\N,"","LMO","SKY LIMO","United States"
"Skyline Aviation Services",\N,"","SKN","SKYLINER","United States"
"Sky Line for Air Services",\N,"","SLY","SKYCO","Sudan"
"Skyline",\N,"","SMT","SKYLIMIT","Nigeria"
"Skylink Aviation",\N,"","SKK","SKYLINK","Canada"
"Skymark Airlines",\N,"BC","SKY","SKYMARK","Japan"
"Skymaster Air Lines",\N,"","SKC","SKYMASTER AIR","United States"
"Skymaster Air Taxi",\N,"","SDD","SKY DANCE","United States"
"Skynet Airlines",\N,"SI","SIH","BLUEJET","Ireland"
"Skynet Asia Airways",\N,"6J","SNJ","NEWSKY","Japan"
"Sky One Express Airlines",\N,"","SYF","SKY FIRST","United States"
"Skyplan Services",\N,"","XXS","","Canada"
"Skypower Express Airways",\N,"","EAN","NIGERIA EXPRESS","Nigeria"
"Skyraidybos Mokymo Centras",\N,"","HRI","HELIRIM","Lithuania"
"Skyrover CC",\N,"","WLK","SKYWATCH","South Africa"
"Skyscapes Air Charters",\N,"","SKR","SKYSCAPES","South Africa"
"Skyservice Airlines",\N,"5G","SSV","SKYTOUR","Canada"
"Sky Service",\N,"","SKS","SKY SERVICE","Belgium"
"Skystar Airways",\N,"","SKT","SKY YOU","Thailand"
"Skystar International",\N,"","SSK","SKYSTAR","United States"
"Skytaxi",\N,"","IGA","IGUANA","Poland"
"Sky Tours",\N,"","SKE","SKYISLE","United States"
"Sky Trek International Airlines",\N,"1I","","",""
"Sky Trek International Airlines",\N,"1I","PZR","PHAZER","United States"
"Skywalk Airlines",\N,"AL","SYX","SKYWAY-EX","United States"
"Skyward Aviation",\N,"","SGK","SKYWARD","Canada"
"Sky Way Air",\N,"","SAB","SKY WORKER","Kyrgyzstan"
"Skyway Enterprises",\N,"","SKZ","SKYWAY-INC","United States"
"Skyways Express",\N,"JZ","SKX","SKY EXPRESS","Sweden"
"Skyways",\N,"","SYA","LINEAS CARDINAL","Argentina"
"Skywest Airlines",\N,"","OZW","OZWEST","Australia"
"SkyWest",\N,"OO","SKW","SKYWEST","United States"
"Sky Wings Airlines",\N,"","GSW","","Greece"
"Skyworks",\N,"","SRK","SKYFOX","Switzerland"
"Skyworld Airlines",\N,"","SPC","PORT","United States"
"Slate Falls Airways",\N,"","SYJ","","Canada"
"Slim Aviation Services",\N,"","SHX","SLIM AIR","Nigeria"
"Sloane Aviation",\N,"","SLN","SLOANE","United Kingdom"
"Slok Air Gambia",\N,"S0","OKS","SLOK GAMBIA","Gambia"
"Slok Air",\N,"","SLB","SLOK AIR","Nigeria"
"Slovak Air Force",\N,"","SQF","SLOVAK AIRFORCE","Slovakia"
"Slovak Airlines",\N,"6Q","SLL","SLOV LINE","Slovakia"
"Slovak Government Flying Service",\N,"","SSG","SLOVAK GOVERNMENT","Slovakia"
"Slovak National Aeroclub",\N,"","SQA","SLOVAK AEROCLUB","Slovakia"
"Slovenian Armed Forces",\N,"","SIV","SLOVENIAN","Slovenia"
"SMA Airlines",\N,"","SMA","SESAME","Nigeria"
"Smalandsflyg",\N,"","SMF","GORDON","Sweden"
"Smarkand Aero Servise",\N,"","USN","SAMAS","Uzbekistan"
"Smartwings",\N,\N,\N,\N,\N
"SmartWings",\N,\N,\N,\N,\N
"Smith Air (1976)",\N,"","SML","SMITH AIR","Canada"
"Smithair",\N,"","SMH","SMITHAIR","United States"
"Smithkline Beacham Clinical Labs",\N,"","SBQ","SKIBBLE","United States"
"SNAS Aviation",\N,"","RSE","RED SEA","Saudi Arabia"
"SNCF",\N,"2C","","","France"
"Snunit Aviation",\N,"","SNU","","Israel"
"Sobel Airlines of Ghana",\N,"","SBL","SOBGHANA","Ghana"
"Sobelair",\N,\N,\N,\N,\N
"Societe Centrafricaine De Transport Aerien",\N,"","SNS","","Central African Republic"
"Societe De Transport Aerien De Mauritanie",\N,"","NSC","TRANS-SOCIETE","Mauritania"
"Societe Tout Tranport Mauritanien",\N,"","TTM","TOUT-AIR","Mauritania"
"Socofer",\N,"","SCF","SOCOFER","Angola"
"Soko Aviation",\N,"","OKT","SOKO AIR","Spain"
"Sokol",\N,"","PIV","AEROSOKOL","Russia"
"Solar Cargo",\N,"","OLC","SOLARCARGO","Venezuela"
"Solent Flight",\N,"","SFU","SAINTS","United Kingdom"
"Solid Air",\N,"","SOX","SOLIDAIR","Netherland"
"Solinair",\N,"","SOP","SOLINAIR","Slovenia"
"Soloflight",\N,"","OLO","SOLO","United Kingdom"
"Solomon Airlines",\N,"IE","SOL","SOLOMON","Solomon Islands"
"Somali Airlines",\N,"","SOM","SOMALAIR","Somali Republic"
"Somon Air",\N,"","SMR","SOMON AIR","Tajikistan"
"Sonair Servico Aereo",\N,"","SOR","SONAIR","Angola"
"Sonalysts",\N,"","SYI","","United States"
"SONG",\N,\N,\N,\N,\N
"Sonnig SA",\N,"","ONG","SONNIG","Switzerland"
"Sontair",\N,"","STI","SONTAIR","Canada"
"Soonair Lines",\N,"","SNL","SOONAIR","United States"
"SOS Flygambulans",\N,"","SAG","MEDICAL AIR","Sweden"
"SOS Helikoptern Gotland",\N,"","MCG","MEDICOPTER","Sweden"
"Sosoliso Airlines",\N,"SO","OSL","SOSOLISO","Nigeria"
"South African Air Force",\N,"","LMG","SOUTH AFRICAN","South Africa"
"South African Airways","SAA South African Airways","SA","SAA","SPRINGBOK","South Africa"
"South African Express",\N,"","EXY","EXPRESSWAYS","South Africa"
"South African Historic Flight",\N,"","SYY","SKY COACH","South Africa"
"South African Non Scheduled Airways",\N,"","SCS","SOUTHERN CHARTERS","South Africa"
"South Airlines",\N,"","OTL","SOUTHLINE","Ukraine"
"South-Airlines",\N,"","STH","","Armenia"
"South American Airlines",\N,"","SCN","SOUTH AMERICAN","Peru"
"South Asian Airlines",\N,"","BDS","SOUTH ASIAN","Bangladesh"
"South Carolina Aeronautics Commission",\N,"","PLT","PALMETTO","United States"
"South Central Air",\N,"","SCA","SOUTH CENTRAL","United States"
"South Coast Aviation",\N,"","GAD","SOUTHCOAST","United Kingdom"
"Southeast Airlines (Sun Jet International)",\N,"","SNK","SUN KING","United States"
"Southeast Airmotive",\N,"","SPU","SPUTTER","United States"
"Southeast Air",\N,"","SEA","SOUTHEAST AIR","United States"
"South East Asian Airlines",\N,"DG","SRQ","SEAIR","Philippines"
"Southeast Correct Craft",\N,"","SOT","SOUTH COURIER","United States"
"Southeastern Airways",\N,"","PTM","POSTMAN","United States"
"Southeast Express Airlines",\N,"","SXE","DOGWOOD EXPRESS","United States"
"Southern Air",\N,"","SOO","SOUTHERN AIR","United States"
"Southern Airways",\N,"","SOU","SOUTHERN EXPRESS","United States"
"Southern Aviation",\N,"","SOI","SOAVAIR","Zambia"
"Southern Aviation",\N,"","STV","SOUTHERN AVIATION","Ghana"
"Southern Cargo Air Lines",\N,"","SOC","","Russia"
"Southern Cross Aviation",\N,"","SXA","FERRY","United States"
"Southern Cross Distribution",\N,"1K","","","Australia"
"Southern Frontier Air Transport",\N,"","SFS","SOUTHERN FRONTIER","Canada"
"Southern Jersey Airways",\N,"","ALC"," Inc.","ACOM"
"Southern Ohio Aviation Sales",\N,"","SOH","SOUTHERN OHIO","United States"
"Southern Right Air Charter",\N,"","SGC","SOUTHERNRIGHT","South Africa"
"Southern Seaplane",\N,"","SSC","SOUTHERN SKIES","United States"
"Southern Winds Airlines",\N,"A4","SWD","SOUTHERN WINDS","Argentina"
"Southflight Aviation",\N,"","SFL","SOUTHFLIGHT","New Zealand"
"South Pacific Island Airways",\N,"","SPI","SOUTH PACIFIC","United States"
"Southport Air Service",\N,"","XPG","","United States"
"South West Air Corporation",\N,"","STW","SIERRA WHISKEY","Philippines"
"Southwest Airlines",\N,"WN","SWA","SOUTHWEST","United States"
"South West Air",\N,"","SWC","SAINT CLAIR","Canada"
"Sowind Air",\N,"","SOW","SOWIND","Canada"
"Space World Airline",\N,"","SPF","SPACE WORLD","Nigeria"
"Spanair",\N,"JK","JKK","SPANAIR","Spain"
"Spanair",\N,\N,\N,\N,\N
"Spanish Air Force",\N,"","AME","AIRMIL","Spain"
"Spark Air",\N,"","THB","THAI SABAI","Thailand"
"Spark+ Joint-Stock Company",\N,"","BVV","SPARK","Russia"
"SPASA",\N,"","SPS","SALDUERO","Spain"
"S.P. Aviation",\N,"","GDG","GOLDEN GATE","United States"
"Specavia Air Company",\N,"","BHV","AVIASPEC","Russia"
"Special Aviation Systems",\N,"","SYV","SPECIAL SYSTEM","United States"
"Special Scope Limited",\N,"","SSO","DOPE","United Kingdom"
"Specsavers Aviation",\N,"","SSZ","SPECSAVERS","United Kingdom"
"Spectrem Air",\N,"","CDS","SPECDAS","South Africa"
"Spectrum Air Service",\N,"","XSA","","United States"
"Spectrum Aviation Incorporated",\N,"","LSP","AIR TONY","United Kingdom"
"Speed Aviation",\N,"","SPT","SPEED AVIATION","Bangladesh"
"Speedwings",\N,"","SPW","SPEEDWING","Switzerland"
"Spice Jet",\N,\N,\N,\N,\N
"Spicejet",\N,"SG","SEJ","SPICEJET","India"
"Spirit Airlines",\N,"NK","NKS","SPIRIT WINGS","United States"
"Spirit Aviation",\N,"","SJJ","SPIRIT JET","United States"
"Spirit of Africa Airlines",\N,"","SDN","BLUE NILE","Sudan"
"Sport Air Travel",\N,"","WCC","WEST COAST","United States"
"Sprague Electric Company",\N,"","SPE","SPRAGUE","United States"
"Spring Airlines",\N,"9S","CQH","AIR SPRING","China"
"Springbank Aviation",\N,"","SAQ","SPRINGBANK","Canada"
"Springbok Classic Air",\N,"","SPB","SPRING CLASSIC","South Africa"
"Springdale Air Service",\N,"","SPG","SPRING AIR","United States"
"Spurling Aviation",\N,"","ASL","AIR SEATTLE","United States"
"Spurwing Airlines",\N,"","PUR","SPURWING","South Africa"
"SriLankan Airlines",\N,"UL","ALK","SRILANKAN","Sri Lanka"
"Sri Lankan",\N,\N,\N,\N,\N
"Sriwijaya Air",\N,\N,\N,\N,\N
"Sriwijaya Air",\N,"","SJY","SRIWIJAYA","Indonesia"
"Stabo Air",\N,"","SBO","STABAIR","Zambia"
"Stabo Freight",\N,"","SOB","STABO","Zambia"
"STAC Swiss Government Flights",\N,"","SGF","STAC","Switzerland"
"Stadium City Limited",\N,"","STC","STADIUM","United Kingdom"
"STA-MALI",\N,"","SBA","STA-MALI","Mali"
"St. Andrews Airways",\N,"","SDA","SAINT ANDREWS","Canada"
"Stapleford Flight Centre",\N,"","STL","STAPLEFORD","United Kingdom"
"Star African Air",\N,"","STU","STARSOM","Somali Republic"
"Starair",\N,"","BLY","BLARNEY","Ireland"
"Star Air",\N,"S6","","","Denmark"
"Star Air",\N,"","SIM","","Sierra Leone"
"Star Air",\N,"","SRR","WHITESTAR","Denmark"
"Star Air",\N,"","STQ","STERA","Indonesia"
"Star Air",\N,"","URJ","STARAV","Pakistan"
"Star Aviation",\N,"","STA","STAR","United Kingdom"
"Star Equatorial Airlines",\N,"2S","","","Guinea"
"Star Flyer",\N,"7G","SFJ","STARFLYER","Japan"
"Starfly",\N,"","SLF","ELISTARFLY","Italy"
"Starlite Aviation",\N,"","TRL","STARSTREAM","South Africa"
"Stars Away Aviation",\N,"","STX","STARSAWAY","South Africa"
"Star Service International",\N,"","SSD","STAR SERVICE","France"
"Starship",\N,"","HIP","STARSA","Mexico"
"Starspeed",\N,"","SSP","STARSPEED","United Kingdom"
"Star Up",\N,"","SRU","STAR-UP","Peru"
"Star West Aviation",\N,"","SUU","SUNSTAR","United States"
"Star Work Sky",\N,"","SWP","STAR WORK","Italy"
"Star XL German Airlines",\N,"","GXL","STARDUST","Germany"
"State Air Company Berkut",\N,"","BEC","","Kazakhstan"
"State Flight Academy of Ukraine",\N,"","UFA","FLIGHT ACADEMY","Ukraine"
"State of Nebraska",\N,"","NEB","NEBRASKA","United States"
"Stateswest Airlines",\N,"","SWJ","STATES","United States"
"State Unitary Air Enterprise",\N,"","SUM","SUMES","Russia"
"Status-Alpha Airline",\N,"","STB","STATUS-ALPHA","Ukraine"
"Steinman Aviation",\N,"","SBB","SABER EXPRESS","United States"
"Stella Aviation",\N,"","SLV","AVISTELLA","Mauritania"
"Stephenville Aviation Services",\N,"","XSN","","Canada"
"Sterling Airlines",\N,"NB","SNB","STERLING","Denmark"
"Sterling Helicopters",\N,"","SVH","SILVER","United Kingdom"
"Stewart Aviation Services",\N,"","YBE","YELLOW BIRD","United States"
"Stichting Vliegschool 16Hoven",\N,"","VGS","SMART","Netherlands"
"Strato Air Services",\N,"","SRZ","STRATO","South Africa"
"Streamline Aviation",\N,"","SSW","STREAMLINE","United Kingdom"
"Streamline",\N,"","SLE","SLIPSTREAM","South Africa"
"Streamline Ops",\N,"","STO","SLOPS","Russia"
"strian",\N,\N,\N,\N,\N
"Stuttgarter Flugdienst",\N,"","FFD","FIRST FLIGHT","Germany"
"St. Vincent Grenadines Air (1990)",\N,"","SVD","GRENADINES","Saint Vincent and the Grenadines"
"Styrian Airways",\N,"","STY","STYRIAN","Austria"
"Suburban Air Freight",\N,"","SUB","SUB AIR","United States"
"Sud Airlines",\N,"","SDU","SUD LINES","France"
"Sudan Airways",\N,"SD","SUD","SUDANAIR","Sudan"
"Sudanese States Aviation",\N,"","SNV","SUDANESE","Sudan"
"Sudan Pezetel for Aviation",\N,"","SDZ","SUDANA","Sudan"
"Sukhoi Design Bureau Company",\N,"","SDB","SU-CRAFT","Russia"
"Summit Airlines",\N,"","SMM","SUMMIT-AIR","United States"
"Sunair 2001",\N,"","SJE","SUNBIZ","South Africa"
"Sun Air Aviation Services",\N,"","SNX","SUNEX","Canada"
"Sun Air (Fiji)",\N,"PI","SUF","SUNFLOWER","Fiji"
"Sun Air",\N,"","SUR","","Egypt"
"Sun Air of Scandinavia",\N,"EZ","SUS","SUNSCAN","Denmark"
"Sunbird Airlines",\N,"","CDL","CAROLINA","United States"
"Suncoast Aviation",\N,"","SNT","SUNCOAST","United States"
"Sun Country Airlines",\N,"SY","SCX","SUN COUNTRY","United States"
"Sundance Air",\N,"","BNC","BARNACLE AIR","United States"
"Sundance Air",\N,"","SUV","DANCEAIR","Venezuela"
"Sun D'Or",\N,"7L","ERO","ECHO ROMEO","Israel"
"Sundorph Aeronautical Corporation",\N,"","SDF","SUNDORPH","United States"
"Sundt Air",\N,"","MDT","MIDNIGHT","Norway"
"SunExpress",\N,"XQ","SXS","SUNEXPRESS","Turkey"
"Sun Freight Logistics",\N,"","SFG","AERO GULF","Thailand"
"Sun Jet",\N,\N,\N,\N,\N
"Sun Light",\N,"","SUH","LIGHT AIR","Kyrgyzstan"
"Sunline Express",\N,"","JAM","SUNTRACK","Kenya"
"Sun Pacific International",\N,"","SNP","SUN PACIFIC","United States"
"Sun Quest Executive Air Charter",\N,"","SNQ","EXECU-QUEST","United States"
"Sunrise Airlines",\N,\N,\N,\N,\N
"Sunrise Airlines",\N,"","SDC","SUNDANCE","United States"
"Sunset Aviation",\N,"","VXN","VIXEN","United States"
"Sunshine Air Tours",\N,"","SON","SUNSHINE TOURS","United States"
"Sunshine Express Airlines",\N,"CQ","EXL","","Australia"
"Sunshinehelicopters",\N,\N,\N,\N,\N
"Sunstate Airlines",\N,"","SSQ","SUNSTATE","Australia"
"Sunu Air",\N,"","SUG","SUNU AIR","Senegal"
"Sunways Intersun Havacilik (Kymppimatkat)",\N,\N,\N,\N,\N
"Sun West Airlines",\N,"","SNW","SUN WEST","United States"
"Sunwest Airlines",\N,"","SST","SUNFLIGHT","Canada"
"Sunwest Aviation (Lindquist Investment)",\N,"","SWS","SUNNY WEST","United States"
"Sunwest Home Aviation",\N,"","CNK","CHINOOK","Canada"
"Sunwing Airlines",\N,"WG","SWG","SUNWING","Canada"
"Sunworld Airlines",\N,"","SWI","SUNWORLD","United States"
"Superior Aviation",\N,"SO","HKA","SPEND AIR","United States"
"Superior Aviation Services",\N,"","SUK","SKYCARGO","Kenya"
"Super Luza",\N,"","SLZ","LUZA","Angola"
"Surinam Airways",\N,"PY","SLM","SURINAM","Suriname"
"Suriname Airways",\N,\N,\N,\N,\N
"Surninam International Victory Airline",\N,"","SWO","SIVA","Suriname"
"Survey Udara (Penas)",\N,"","PNS","PENAS","Indonesia"
"Sutra",\N,"1K","","","United States"
"Svenska Direktflyg",\N,"","HSV","HIGHSWEDE","Sweden"
"Swazi Express Airways",\N,"","SWX","SWAZI EXPRESS","Swaziland"
"Swaziland Airlink",\N,"","SZL","SWAZILINK","Swaziland"
"Swedeways",\N,"","SWE","SWEDELINE","Sweden"
"Swedish Airlines",\N,"","CFL","SWEDISH","Sweden"
"Swedish Armed Forces",\N,"","SVF","SWEDEFORCE","Sweden"
"Swedish Civil Aviation Administration",\N,"","CBN","CALIBRATION","Sweden"
"SwedJet Airways",\N,"VD","BBB","BLACKBIRD","Sweden"
"Swedline Express",\N,"SM","SRL","Starline","Sweden"
"Swe Fly",\N,"WV","SWV","FLYING SWEDE","Sweden"
"Swift Air (Interstate Equipment Leasing)",\N,"","SWQ","SWIFTFLIGHT","United States"
"Swiftair",\N,"","SWT","SWIFT","Spain"
"Swift Copters",\N,"","WFC","SWIFTCOPTERS","Switzerland"
"Swiss Air-Ambulance",\N,"","SAZ","SWISS AMBULANCE","Switzerland"
"Swiss Air Force",\N,"","SUI","SWISS AIR FORCE","Switzerland"
"Swissair",\N,"SR","SWR","Swissair","Switzerland"
"Swissboogie Parapro",\N,"","SWB","SWISSBOOGIE","Switzerland"
"Swiss Eagle",\N,"","EAB","SWISS EAGLE","Switzerland"
"Swiss European Air Lines","Swiss European","","SWU","EUROSWISS","Switzerland"
"Swiss International Air Lines","Swiss Airlines","LX","SWR","SWISS","Switzerland"
"Swiss Jet",\N,"","SJT","SWISS JET","Switzerland"
"Switfair Cargo",\N,"","SCL","SWIFTAIR","Canada"
"Syncrude Canada",\N,"","SYN","SYNCRUDE","Canada"
"Synergy Aviation",\N,"","SYG","SYNERGY","United Kingdom"
"Syrianair",\N,\N,\N,\N,\N
"Syrianair - Syrian Arab Airlines",\N,\N,\N,\N,\N
"Syrian Arab Airlines",\N,"RB","SYR","SYRIANAIR","Syrian Arab Republic"
"Systec 2000",\N,"","SYC","SYSTEC","United States"
"TAAG Angola Airlines",\N,"DT","DTA","DTA","Angola"
"TA-Air Airline",\N,"","IRF","TA-AIR","Iran"
"Taban Air Lines",\N,"","TBM","TABAN AIR","Iran"
"TAB Express International",\N,"","TBI","TAB INTERNATIONAL","United States"
"TACA De Honduras",\N,"","THO","LEMPIRA","Honduras"
"TACV",\N,"VR","TCV","CABOVERDE","Portugal"
"Tadair",\N,"","TDC","TADAIR","Spain"
"TAES Transportes Aereos de El Salvador",\N,"","TES","TAES","El Salvador"
"TAF Helicopters",\N,"","HET","HELITAF","Spain"
"TAF-Linhas Aereas",\N,"","TSD","TAFI","Brazil"
"Taftan Airlines",\N,"","SBT","TAFTAN","Iran"
"TAG Aviation Espana",\N,"","TGM","TAG ESPANA","Spain"
"TAG Aviation",\N,"","FPG","TAG AVIATION","Switzerland"
"Tag Aviation UK",\N,"","VIP","SOVEREIGN","United Kingdom"
"TAG Aviation USA",\N,"","TAG","TAG U-S","United States"
"TAG Farnborough Airport",\N,"","FBO","","United Kingdom"
"Taino Tours",\N,"","TIN","TAINO","Dominican Republic"
"Tair Airways",\N,"","TFB","ROYAL TEE-AIR","Philippines"
"Tajikair",\N,"","TJK","TAJIKAIR","Tajikistan"
"Tajikistan Airlines",\N,\N,\N,\N,\N
"Tajikistan International Airlines",\N,"","TIL","TIL","Tajikistan"
"Tajikstan",\N,"","TZK","TAJIKSTAN","Tajikistan"
"Take Air Line",\N,"","TKE","ISLAND BIRD","France"
"Tal Air Charters",\N,"","JEL","JETEL","Canada"
"Talair",\N,"","TAL","TALAIR","Papua New Guinea"
"Talon Air",\N,"","TFF","TALON FLIGHT","United States"
"TAM Brazilian Airlines",\N,"JJ","TAM","TAM","Brazil"
"TAME",\N,"EQ","TAE","TAME","Ecuador"
"Tamir Airways",\N,"","TMI","TAMIRWAYS","Israel"
"TAM Mercosur",\N,"PZ","LAP","PARAGUAYA","Paraguay"
"TAM",\N,\N,\N,\N,\N
"TAM",\N,"","TML","TAM AIRLINE","Madagascar"
"TAMPA",\N,"QT","TPA","TAMPA","Colombia"
"Tanana Air Services",\N,"","TNR","TAN AIR","United States"
"Tandem Aero",\N,"TQ","TDM","TANDEM","Moldova"
"Tango Bravo",\N,"","HTO","HELI TANGO","France"
"Tan Sahsa","","","SHA","Sierra Hotel","Honduras"
"TAP Air Portugal",\N,\N,\N,\N,\N
"TAPC Aviatrans Aircompany",\N,"","UTM","AVIATAPS","Uzbekistan"
"TAP Portugal","TAP Air Portugal","TP","TAP","AIR PORTUGAL","Portugal"
"TAPSA Transportes Aereos Petroleros",\N,"","TPS","TAPSA","Argentina"
"Taquan Air Services",\N,"","TQN","TAQUAN","United States"
"Tara Air Line",\N,"","IRR","TARAIR","Iran"
"Tarhan Tower Airlines",\N,"","TTH","","Turkey"
"Tar Heel Aviation",\N,"","THC","TARHEEL","United States"
"TAR Interpilot",\N,"","TPL","INTERPILOT","Mauritania"
"Tarom",\N,"RO","ROT","TAROM","Romania"
"Tas Aviation",\N,"","RMS","TASS AIR","United States"
"Tashkent Aircraft Production Corporation",\N,"","CTP","CORTAS","Uzbekistan"
"Tassili Airlines",\N,"SF","DTH","TASSILI AIR","Algeria"
"Tatarstan Airlines",\N,"U9","TAK","TATARSTAN","Russia"
"Tauranga Aer Club",\N,"","PGS","","New Zealand"
"Tavrey Airlines",\N,"T6","TVR","TAVREY","Ukraine"
"Taxi Aereo Cozatl",\N,"","TXL","TAXI COZATL","Mexico"
"Taxi Aereo de Mexico",\N,"","TXM","TAXIMEX","Mexico"
"Taxi Aereo Turistico",\N,"","TUO","TURISTICO","Mexico"
"Taxi Aero Del Norte",\N,"","XNR","TAXI NORTE","Mexico"
